file_id,split,transcript,corpus,match_ratio,template
clip_01350,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02140,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05822,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_05747,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_00289,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07160,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_02158,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02478,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_10482,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_06235,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_00995,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02052,train,dont just sitting by the door,RAVDESS,0.807,dogs are sitting by the door
clip_02031,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00360,test,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_00260,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_10345,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05364,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_01174,train,kids are talking by the tour,RAVDESS,0.9286,kids are talking by the door
clip_01684,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05315,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05296,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01385,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01460,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_03265,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03402,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03516,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09848,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09812,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06559,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05424,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03556,test,the dogs are sitting by the door,RAVDESS,0.9333,dogs are sitting by the door
clip_09845,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10193,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05473,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00267,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06395,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00554,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_06806,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06222,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04457,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10808,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05811,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05815,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_00851,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00842,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09373,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_01056,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10480,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05206,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_01790,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07516,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05703,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07645,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07703,train,does her sitting by the door,RAVDESS,0.8929,dogs are sitting by the door
clip_07711,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04873,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03151,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08389,test,the hulk dogs are sitting by the door,RAVDESS,0.8615,dogs are sitting by the door
clip_09424,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04320,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05917,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_10889,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_10636,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03157,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07138,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06712,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_08065,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03053,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06340,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_03687,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03817,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02749,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02418,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_04214,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_01577,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02978,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01284,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07400,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07359,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01178,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_05494,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01156,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08842,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08780,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_08840,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03743,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_03992,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09824,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05620,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06657,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_03384,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08637,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_08646,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_08772,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09671,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_01333,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07319,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_08366,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_08274,train,kids are talking by the tour,RAVDESS,0.9286,kids are talking by the door
clip_08262,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05043,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09979,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05324,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01530,train,well stop in a couple minutes,CREMA-D,0.9508,well stop in a couple of minutes
clip_07449,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06047,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04577,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_07694,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09437,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10225,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_10086,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09663,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_00664,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07487,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_05828,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06915,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_03705,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03819,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01079,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04421,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04452,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10685,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10816,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00072,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_09206,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02993,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03001,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08023,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_09158,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04255,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02357,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04462,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04473,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06797,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06562,train,dont want my way to the meeting,CREMA-D,0.8276,im on my way to the meeting
clip_00219,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_07568,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_10084,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_03326,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05485,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05351,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05210,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02492,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07481,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_01414,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04860,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00909,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06010,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09582,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04059,train,can theyre talking by the door,RAVDESS,0.7931,kids are talking by the door
clip_09428,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_09107,test,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10352,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05926,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02157,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_09483,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_03186,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_06115,train,kids are talking about the door,RAVDESS,0.9153,kids are talking by the door
clip_02245,train,the kids are talking by the door,RAVDESS,0.9333,kids are talking by the door
clip_09212,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03116,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_08388,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10700,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05829,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10693,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07770,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_05077,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06894,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02758,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01828,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09172,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03236,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03229,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_01619,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01245,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03566,test,cant do talking by the door,RAVDESS,0.7636,kids are talking by the door
clip_09040,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05646,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_09757,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01315,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05412,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10404,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06902,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00593,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_03168,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04307,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04393,train,the hooks are sitting by the door,RAVDESS,0.8525,dogs are sitting by the door
clip_06134,train,dogs are setting by the door,RAVDESS,0.9643,dogs are sitting by the door
clip_05693,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09823,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_03364,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05369,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03072,train,kids are talking at the door,RAVDESS,0.9286,kids are talking by the door
clip_03684,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06244,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10506,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10385,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_10723,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02797,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_01746,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05001,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10383,train,can theyre talking by the door,RAVDESS,0.7931,kids are talking by the door
clip_07082,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05469,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_05657,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06325,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01706,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_10756,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03294,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02235,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08805,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05361,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09938,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_04302,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_08640,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06809,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06254,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_08293,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01356,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_07155,train,and i have the doctors appointment,CREMA-D,0.8286,i think i have a doctors appointment
clip_02290,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06781,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_02528,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10633,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00377,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07036,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02382,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02736,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05794,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00648,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09541,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09546,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02652,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08261,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_01787,train,doctor sitting by the door,RAVDESS,0.8519,dogs are sitting by the door
clip_03845,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03332,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_09156,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_10772,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10151,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04964,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_00339,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10648,train,get there talking by the door,RAVDESS,0.807,kids are talking by the door
clip_07448,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_01507,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_02463,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07624,train,so talking by the door,RAVDESS,0.84,kids are talking by the door
clip_01733,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_02760,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00189,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00452,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03077,train,kids are talking about the door,RAVDESS,0.9153,kids are talking by the door
clip_03152,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00153,train,well in a couple of minutes,CREMA-D,0.9153,well stop in a couple of minutes
clip_07631,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02616,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06005,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04826,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_04370,train,the kids are talking by the door,RAVDESS,0.9333,kids are talking by the door
clip_04149,train,lets stop in a couple of minutes,CREMA-D,0.9062,well stop in a couple of minutes
clip_07918,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_02259,train,im like a new alarm clock,CREMA-D,0.8727,i would like a new alarm clock
clip_08121,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10015,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_04140,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_06534,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_10616,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10840,test,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_06549,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_05552,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09359,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07585,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_08922,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02639,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10006,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09077,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06544,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_08411,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_06670,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10570,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10152,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03646,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_03078,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03485,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_10575,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_09214,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07830,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00354,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07617,train,because theyre talking by the door,RAVDESS,0.7419,kids are talking by the door
clip_07797,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_00736,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_00965,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04493,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06964,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_02580,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_08297,test,deluxe youre sitting by the door,RAVDESS,0.8,dogs are sitting by the door
clip_07593,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07524,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05348,train,cutes are talking by the door,RAVDESS,0.8772,kids are talking by the door
clip_10420,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_00649,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_03245,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01605,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07326,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06630,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_09010,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09001,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01560,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_05129,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03438,train,kids are jockeying by the door,RAVDESS,0.8621,kids are talking by the door
clip_02374,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_07060,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10309,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_00925,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_07443,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03849,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03864,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_07529,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02238,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_05509,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_01133,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00722,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_05537,train,deluxe are sitting by the door,RAVDESS,0.8621,dogs are sitting by the door
clip_08259,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_07457,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_01574,train,maybe tomorrow will be cold,CREMA-D,0.9474,maybe tomorrow it will be cold
clip_07261,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03937,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08055,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09315,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09470,train,the dogs are sitting by the door,RAVDESS,0.9333,dogs are sitting by the door
clip_09488,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_09242,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06967,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06065,test,dogs are sitting behind the door,RAVDESS,0.9,dogs are sitting by the door
clip_09096,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04298,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02514,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06961,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_00572,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06833,train,kid theyre talking by the door,RAVDESS,0.8966,kids are talking by the door
clip_08229,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_03470,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_01707,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_09328,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_06297,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_09261,test,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02284,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08440,test,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_01222,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_01157,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07734,test,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_06943,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
clip_02414,train,dogs are sitting by the door,RAVDESS,1.0,dogs are sitting by the door
clip_04831,train,kids are talking by the door,RAVDESS,1.0,kids are talking by the door
