file_id,pseudo_speaker,cluster_size,corpus_guess
clip_08917,spk_060,214,CREMA-D
clip_08918,spk_025,1495,TESS
clip_08919,spk_015,388,CREMA-D
clip_08920,spk_026,1537,TESS
clip_08921,spk_025,1495,TESS
clip_08922,spk_026,1537,TESS
clip_08923,spk_021,264,CREMA-D
clip_08924,spk_041,37,RAVDESS
clip_08925,spk_026,1537,TESS
clip_08926,spk_010,176,CREMA-D
clip_08927,spk_055,125,CREMA-D
clip_08931,spk_060,214,CREMA-D
clip_08932,spk_026,1537,TESS
clip_08933,spk_028,472,CREMA-D
clip_08934,spk_082,2,RAVDESS
clip_08935,spk_025,1495,TESS
clip_08936,spk_018,1197,TESS
clip_08938,spk_049,23,RAVDESS
clip_08939,spk_081,3,RAVDESS
clip_08940,spk_038,198,CREMA-D
clip_08941,spk_022,48,RAVDESS
clip_08942,spk_018,1197,TESS
clip_08943,spk_026,1537,TESS
clip_08945,spk_018,1197,TESS
clip_08946,spk_015,388,CREMA-D
clip_08947,spk_026,1537,TESS
clip_08948,spk_026,1537,TESS
clip_08949,spk_012,106,CREMA-D
clip_08951,spk_094,457,CREMA-D
clip_08952,spk_088,186,CREMA-D
clip_08953,spk_043,256,CREMA-D
clip_08954,spk_046,14,RAVDESS
clip_08955,spk_028,472,CREMA-D
clip_08957,spk_025,1495,TESS
clip_08958,spk_018,1197,TESS
clip_08959,spk_028,472,CREMA-D
clip_08960,spk_029,272,CREMA-D
clip_08961,spk_021,264,CREMA-D
clip_08962,spk_025,1495,TESS
clip_08963,spk_018,1197,TESS
clip_08964,spk_055,125,CREMA-D
clip_08965,spk_018,1197,TESS
clip_08967,spk_007,79,CREMA-D
clip_08968,spk_002,173,CREMA-D
clip_08969,spk_085,49,RAVDESS
clip_08970,spk_018,1197,TESS
clip_08971,spk_026,1537,TESS
clip_08972,spk_029,272,CREMA-D
clip_08973,spk_015,388,CREMA-D
clip_08974,spk_025,1495,TESS
clip_08976,spk_025,1495,TESS
clip_08977,spk_039,34,RAVDESS
clip_08978,spk_018,1197,TESS
clip_08979,spk_012,106,CREMA-D
clip_08980,spk_094,457,CREMA-D
clip_08981,spk_078,101,CREMA-D
clip_08982,spk_026,1537,TESS
clip_08983,spk_027,96,CREMA-D
clip_08984,spk_043,256,CREMA-D
clip_08985,spk_026,1537,TESS
clip_08986,spk_026,1537,TESS
clip_08987,spk_018,1197,TESS
clip_08988,spk_018,1197,TESS
clip_08990,spk_026,1537,TESS
clip_08991,spk_043,256,CREMA-D
clip_08992,spk_002,173,CREMA-D
clip_08993,spk_018,1197,TESS
clip_08994,spk_043,256,CREMA-D
clip_08995,spk_001,218,CREMA-D
clip_08996,spk_088,186,CREMA-D
clip_08997,spk_018,1197,TESS
clip_08999,spk_055,125,CREMA-D
clip_09000,spk_026,1537,TESS
clip_09001,spk_028,472,CREMA-D
clip_09002,spk_018,1197,TESS
clip_09004,spk_007,79,CREMA-D
clip_09005,spk_018,1197,TESS
clip_09006,spk_018,1197,TESS
clip_09007,spk_025,1495,TESS
clip_09008,spk_025,1495,TESS
clip_09009,spk_005,33,RAVDESS
clip_09010,spk_094,457,CREMA-D
clip_09011,spk_018,1197,TESS
clip_09012,spk_060,214,CREMA-D
clip_09013,spk_025,1495,TESS
clip_09015,spk_018,1197,TESS
clip_09016,spk_028,472,CREMA-D
clip_09017,spk_001,218,CREMA-D
clip_09018,spk_041,37,RAVDESS
clip_09019,spk_021,264,CREMA-D
clip_09020,spk_026,1537,TESS
clip_09022,spk_018,1197,TESS
clip_09023,spk_001,218,CREMA-D
clip_09024,spk_026,1537,TESS
clip_09025,spk_026,1537,TESS
clip_09026,spk_025,1495,TESS
clip_09027,spk_018,1197,TESS
clip_09028,spk_025,1495,TESS
clip_09030,spk_071,8,RAVDESS
clip_09031,spk_018,1197,TESS
clip_09032,spk_018,1197,TESS
clip_09033,spk_018,1197,TESS
clip_09034,spk_026,1537,TESS
clip_09035,spk_026,1537,TESS
clip_09036,spk_094,457,CREMA-D
clip_09037,spk_001,218,CREMA-D
clip_09040,spk_010,176,CREMA-D
clip_09041,spk_021,264,CREMA-D
clip_09042,spk_018,1197,TESS
clip_09043,spk_094,457,CREMA-D
clip_09044,spk_010,176,CREMA-D
clip_09045,spk_010,176,CREMA-D
clip_09046,spk_025,1495,TESS
clip_09047,spk_021,264,CREMA-D
clip_09048,spk_021,264,CREMA-D
clip_09049,spk_025,1495,TESS
clip_09050,spk_043,256,CREMA-D
clip_09051,spk_018,1197,TESS
clip_09052,spk_001,218,CREMA-D
clip_09053,spk_025,1495,TESS
clip_09054,spk_015,388,CREMA-D
clip_09055,spk_026,1537,TESS
clip_09056,spk_060,214,CREMA-D
clip_09057,spk_047,15,RAVDESS
clip_09059,spk_018,1197,TESS
clip_09060,spk_025,1495,TESS
clip_09061,spk_025,1495,TESS
clip_09063,spk_002,173,CREMA-D
clip_09064,spk_094,457,CREMA-D
clip_09065,spk_007,79,CREMA-D
clip_09066,spk_018,1197,TESS
clip_09067,spk_055,125,CREMA-D
clip_09068,spk_088,186,CREMA-D
clip_09069,spk_076,10,RAVDESS
clip_09070,spk_022,48,RAVDESS
clip_09071,spk_025,1495,TESS
clip_09072,spk_043,256,CREMA-D
clip_09073,spk_027,96,CREMA-D
clip_09074,spk_005,33,RAVDESS
clip_09075,spk_010,176,CREMA-D
clip_09076,spk_055,125,CREMA-D
clip_09077,spk_094,457,CREMA-D
clip_09078,spk_025,1495,TESS
clip_09079,spk_094,457,CREMA-D
clip_09080,spk_027,96,CREMA-D
clip_09081,spk_094,457,CREMA-D
clip_09082,spk_018,1197,TESS
clip_09083,spk_025,1495,TESS
clip_09084,spk_025,1495,TESS
clip_09085,spk_018,1197,TESS
clip_09086,spk_025,1495,TESS
clip_09087,spk_021,264,CREMA-D
clip_09089,spk_012,106,CREMA-D
clip_09090,spk_015,388,CREMA-D
clip_09091,spk_088,186,CREMA-D
clip_09092,spk_029,272,CREMA-D
clip_09094,spk_038,198,CREMA-D
clip_09095,spk_010,176,CREMA-D
clip_09096,spk_012,106,CREMA-D
clip_09097,spk_018,1197,TESS
clip_09098,spk_029,272,CREMA-D
clip_09099,spk_025,1495,TESS
clip_09100,spk_055,125,CREMA-D
clip_09101,spk_015,388,CREMA-D
clip_09102,spk_025,1495,TESS
clip_09103,spk_075,20,RAVDESS
clip_09105,spk_028,472,CREMA-D
clip_09106,spk_088,186,CREMA-D
clip_09109,spk_025,1495,TESS
clip_09110,spk_018,1197,TESS
clip_09111,spk_029,272,CREMA-D
clip_09112,spk_028,472,CREMA-D
clip_09113,spk_026,1537,TESS
clip_09114,spk_078,101,CREMA-D
clip_09115,spk_055,125,CREMA-D
clip_09116,spk_020,71,CREMA-D
clip_09117,spk_026,1537,TESS
clip_09118,spk_026,1537,TESS
clip_09119,spk_018,1197,TESS
clip_09121,spk_075,20,RAVDESS
clip_09122,spk_021,264,CREMA-D
clip_09123,spk_007,79,CREMA-D
clip_09126,spk_080,38,RAVDESS
clip_09127,spk_026,1537,TESS
clip_09128,spk_028,472,CREMA-D
clip_09129,spk_025,1495,TESS
clip_09130,spk_026,1537,TESS
clip_09134,spk_005,33,RAVDESS
clip_09135,spk_018,1197,TESS
clip_09136,spk_025,1495,TESS
clip_09137,spk_085,49,RAVDESS
clip_09138,spk_002,173,CREMA-D
clip_09139,spk_018,1197,TESS
clip_09140,spk_015,388,CREMA-D
clip_09143,spk_018,1197,TESS
clip_09144,spk_025,1495,TESS
clip_09145,spk_060,214,CREMA-D
clip_09147,spk_028,472,CREMA-D
clip_09148,spk_029,272,CREMA-D
clip_09149,spk_078,101,CREMA-D
clip_09150,spk_016,13,RAVDESS
clip_09152,spk_029,272,CREMA-D
clip_09153,spk_007,79,CREMA-D
clip_09154,spk_026,1537,TESS
clip_09157,spk_026,1537,TESS
clip_09158,spk_001,218,CREMA-D
clip_09159,spk_007,79,CREMA-D
clip_09160,spk_025,1495,TESS
clip_09161,spk_029,272,CREMA-D
clip_09163,spk_026,1537,TESS
clip_09164,spk_018,1197,TESS
clip_09165,spk_025,1495,TESS
clip_09166,spk_011,96,CREMA-D
clip_09167,spk_027,96,CREMA-D
clip_09168,spk_060,214,CREMA-D
clip_09169,spk_002,173,CREMA-D
clip_09171,spk_038,198,CREMA-D
clip_09173,spk_018,1197,TESS
clip_09175,spk_071,8,RAVDESS
clip_09176,spk_002,173,CREMA-D
clip_09177,spk_026,1537,TESS
clip_09178,spk_018,1197,TESS
clip_09179,spk_060,214,CREMA-D
clip_09180,spk_025,1495,TESS
clip_09181,spk_088,186,CREMA-D
clip_09182,spk_018,1197,TESS
clip_09183,spk_029,272,CREMA-D
clip_09184,spk_060,214,CREMA-D
clip_09185,spk_035,8,RAVDESS
clip_09186,spk_026,1537,TESS
clip_09187,spk_026,1537,TESS
clip_09188,spk_010,176,CREMA-D
clip_09189,spk_026,1537,TESS
clip_09190,spk_025,1495,TESS
clip_09192,spk_088,186,CREMA-D
clip_09193,spk_015,388,CREMA-D
clip_09194,spk_025,1495,TESS
clip_09196,spk_038,198,CREMA-D
clip_09198,spk_018,1197,TESS
clip_09199,spk_055,125,CREMA-D
clip_09200,spk_025,1495,TESS
clip_09201,spk_094,457,CREMA-D
clip_09202,spk_025,1495,TESS
clip_09203,spk_060,214,CREMA-D
clip_09206,spk_009,53,RAVDESS
clip_09207,spk_026,1537,TESS
clip_09208,spk_018,1197,TESS
clip_09209,spk_018,1197,TESS
clip_09210,spk_026,1537,TESS
clip_09212,spk_028,472,CREMA-D
clip_09213,spk_055,125,CREMA-D
clip_09214,spk_010,176,CREMA-D
clip_09215,spk_001,218,CREMA-D
clip_09216,spk_026,1537,TESS
clip_09218,spk_026,1537,TESS
clip_09219,spk_021,264,CREMA-D
clip_09220,spk_026,1537,TESS
clip_09222,spk_060,214,CREMA-D
clip_09223,spk_034,28,RAVDESS
clip_09224,spk_029,272,CREMA-D
clip_09227,spk_025,1495,TESS
clip_09229,spk_025,1495,TESS
clip_09230,spk_060,214,CREMA-D
clip_09232,spk_018,1197,TESS
clip_09233,spk_079,12,RAVDESS
clip_09234,spk_043,256,CREMA-D
clip_09235,spk_018,1197,TESS
clip_09236,spk_018,1197,TESS
clip_09237,spk_018,1197,TESS
clip_09239,spk_018,1197,TESS
clip_09240,spk_015,388,CREMA-D
clip_09241,spk_028,472,CREMA-D
clip_09242,spk_031,9,RAVDESS
clip_09244,spk_025,1495,TESS
clip_09245,spk_025,1495,TESS
clip_09246,spk_028,472,CREMA-D
clip_09247,spk_018,1197,TESS
clip_09248,spk_025,1495,TESS
clip_09249,spk_038,198,CREMA-D
clip_09250,spk_018,1197,TESS
clip_09251,spk_025,1495,TESS
clip_09252,spk_038,198,CREMA-D
clip_09255,spk_025,1495,TESS
clip_09259,spk_022,48,RAVDESS
clip_09260,spk_026,1537,TESS
clip_09263,spk_026,1537,TESS
clip_09264,spk_018,1197,TESS
clip_09265,spk_025,1495,TESS
clip_09266,spk_026,1537,TESS
clip_09267,spk_018,1197,TESS
clip_09268,spk_025,1495,TESS
clip_09269,spk_028,472,CREMA-D
clip_09270,spk_094,457,CREMA-D
clip_09271,spk_026,1537,TESS
clip_09272,spk_010,176,CREMA-D
clip_09274,spk_024,27,RAVDESS
clip_09275,spk_060,214,CREMA-D
clip_09276,spk_025,1495,TESS
clip_09277,spk_025,1495,TESS
clip_09278,spk_018,1197,TESS
clip_09279,spk_001,218,CREMA-D
clip_09280,spk_028,472,CREMA-D
clip_09281,spk_015,388,CREMA-D
clip_09282,spk_021,264,CREMA-D
clip_09283,spk_025,1495,TESS
clip_09284,spk_029,272,CREMA-D
clip_09285,spk_018,1197,TESS
clip_09286,spk_039,34,RAVDESS
clip_09287,spk_012,106,CREMA-D
clip_09288,spk_094,457,CREMA-D
clip_09289,spk_011,96,CREMA-D
clip_09290,spk_025,1495,TESS
clip_09293,spk_026,1537,TESS
clip_09295,spk_025,1495,TESS
clip_09296,spk_088,186,CREMA-D
clip_09297,spk_026,1537,TESS
clip_09298,spk_029,272,CREMA-D
clip_09299,spk_029,272,CREMA-D
clip_09300,spk_002,173,CREMA-D
clip_09301,spk_025,1495,TESS
clip_09302,spk_015,388,CREMA-D
clip_09303,spk_026,1537,TESS
clip_09304,spk_038,198,CREMA-D
clip_09305,spk_018,1197,TESS
clip_09306,spk_015,388,CREMA-D
clip_09307,spk_007,79,CREMA-D
clip_09309,spk_025,1495,TESS
clip_09312,spk_026,1537,TESS
clip_09313,spk_018,1197,TESS
clip_09314,spk_018,1197,TESS
clip_09315,spk_010,176,CREMA-D
clip_09316,spk_094,457,CREMA-D
clip_09317,spk_015,388,CREMA-D
clip_09318,spk_009,53,RAVDESS
clip_09319,spk_026,1537,TESS
clip_09320,spk_005,33,RAVDESS
clip_09321,spk_027,96,CREMA-D
clip_09322,spk_059,6,RAVDESS
clip_09323,spk_026,1537,TESS
clip_09324,spk_028,472,CREMA-D
clip_09325,spk_025,1495,TESS
clip_09326,spk_026,1537,TESS
clip_09327,spk_025,1495,TESS
clip_09328,spk_028,472,CREMA-D
clip_09329,spk_094,457,CREMA-D
clip_09330,spk_021,264,CREMA-D
clip_09331,spk_043,256,CREMA-D
clip_09332,spk_025,1495,TESS
clip_09333,spk_001,218,CREMA-D
clip_09334,spk_029,272,CREMA-D
clip_09335,spk_094,457,CREMA-D
clip_09336,spk_029,272,CREMA-D
clip_09337,spk_038,198,CREMA-D
clip_09338,spk_018,1197,TESS
clip_09340,spk_025,1495,TESS
clip_09342,spk_028,472,CREMA-D
clip_09343,spk_018,1197,TESS
clip_09345,spk_002,173,CREMA-D
clip_09346,spk_094,457,CREMA-D
clip_09347,spk_025,1495,TESS
clip_09348,spk_018,1197,TESS
clip_09350,spk_010,176,CREMA-D
clip_09351,spk_027,96,CREMA-D
clip_09353,spk_018,1197,TESS
clip_09354,spk_025,1495,TESS
clip_09355,spk_028,472,CREMA-D
clip_09356,spk_007,79,CREMA-D
clip_09357,spk_025,1495,TESS
clip_09358,spk_025,1495,TESS
clip_09359,spk_029,272,CREMA-D
clip_09360,spk_026,1537,TESS
clip_09361,spk_076,10,RAVDESS
clip_09364,spk_055,125,CREMA-D
clip_09365,spk_015,388,CREMA-D
clip_09366,spk_026,1537,TESS
clip_09367,spk_026,1537,TESS
clip_09368,spk_088,186,CREMA-D
clip_09369,spk_041,37,RAVDESS
clip_09370,spk_026,1537,TESS
clip_09371,spk_026,1537,TESS
clip_09372,spk_078,101,CREMA-D
clip_09373,spk_025,1495,TESS
clip_09375,spk_027,96,CREMA-D
clip_09376,spk_010,176,CREMA-D
clip_09377,spk_015,388,CREMA-D
clip_09378,spk_018,1197,TESS
clip_09379,spk_018,1197,TESS
clip_09380,spk_011,96,CREMA-D
clip_09381,spk_010,176,CREMA-D
clip_09383,spk_026,1537,TESS
clip_09384,spk_021,264,CREMA-D
clip_09385,spk_018,1197,TESS
clip_09386,spk_018,1197,TESS
clip_09387,spk_018,1197,TESS
clip_09388,spk_018,1197,TESS
clip_09389,spk_026,1537,TESS
clip_09390,spk_025,1495,TESS
clip_09391,spk_055,125,CREMA-D
clip_09392,spk_027,96,CREMA-D
clip_09393,spk_018,1197,TESS
clip_09394,spk_018,1197,TESS
clip_09395,spk_038,198,CREMA-D
clip_09397,spk_026,1537,TESS
clip_09398,spk_028,472,CREMA-D
clip_09399,spk_021,264,CREMA-D
clip_09400,spk_001,218,CREMA-D
clip_09401,spk_088,186,CREMA-D
clip_09402,spk_025,1495,TESS
clip_09403,spk_026,1537,TESS
clip_09404,spk_018,1197,TESS
clip_09405,spk_026,1537,TESS
clip_09406,spk_027,96,CREMA-D
clip_09407,spk_020,71,CREMA-D
clip_09408,spk_025,1495,TESS
clip_09409,spk_094,457,CREMA-D
clip_09411,spk_088,186,CREMA-D
clip_09412,spk_025,1495,TESS
clip_09415,spk_018,1197,TESS
clip_09416,spk_025,1495,TESS
clip_09417,spk_002,173,CREMA-D
clip_09418,spk_026,1537,TESS
clip_09419,spk_026,1537,TESS
clip_09420,spk_010,176,CREMA-D
clip_09423,spk_044,6,RAVDESS
clip_09424,spk_029,272,CREMA-D
clip_09426,spk_026,1537,TESS
clip_09427,spk_025,1495,TESS
clip_09428,spk_029,272,CREMA-D
clip_09429,spk_026,1537,TESS
clip_09430,spk_000,6,RAVDESS
clip_09432,spk_006,58,RAVDESS
clip_09434,spk_028,472,CREMA-D
clip_09435,spk_018,1197,TESS
clip_09436,spk_015,388,CREMA-D
clip_09437,spk_026,1537,TESS
clip_09438,spk_011,96,CREMA-D
clip_09439,spk_018,1197,TESS
clip_09440,spk_041,37,RAVDESS
clip_09441,spk_025,1495,TESS
clip_09442,spk_021,264,CREMA-D
clip_09443,spk_014,23,RAVDESS
clip_09444,spk_026,1537,TESS
clip_09445,spk_043,256,CREMA-D
clip_09446,spk_025,1495,TESS
clip_09447,spk_094,457,CREMA-D
clip_09448,spk_045,60,RAVDESS
clip_09449,spk_038,198,CREMA-D
clip_09451,spk_025,1495,TESS
clip_09453,spk_026,1537,TESS
clip_09454,spk_080,38,RAVDESS
clip_09456,spk_018,1197,TESS
clip_09457,spk_028,472,CREMA-D
clip_09458,spk_018,1197,TESS
clip_09459,spk_026,1537,TESS
clip_09460,spk_018,1197,TESS
clip_09461,spk_026,1537,TESS
clip_09462,spk_028,472,CREMA-D
clip_09463,spk_026,1537,TESS
clip_09464,spk_094,457,CREMA-D
clip_09466,spk_025,1495,TESS
clip_09467,spk_028,472,CREMA-D
clip_09469,spk_025,1495,TESS
clip_09470,spk_094,457,CREMA-D
clip_09471,spk_094,457,CREMA-D
clip_09473,spk_018,1197,TESS
clip_09474,spk_025,1495,TESS
clip_09475,spk_015,388,CREMA-D
clip_09476,spk_088,186,CREMA-D
clip_09478,spk_025,1495,TESS
clip_09479,spk_094,457,CREMA-D
clip_09480,spk_028,472,CREMA-D
clip_09481,spk_029,272,CREMA-D
clip_09482,spk_026,1537,TESS
clip_09483,spk_007,79,CREMA-D
clip_09485,spk_025,1495,TESS
clip_09486,spk_028,472,CREMA-D
clip_09487,spk_018,1197,TESS
clip_09488,spk_012,106,CREMA-D
clip_09489,spk_027,96,CREMA-D
clip_09490,spk_024,27,RAVDESS
clip_09491,spk_015,388,CREMA-D
clip_09492,spk_025,1495,TESS
clip_09493,spk_025,1495,TESS
clip_09495,spk_028,472,CREMA-D
clip_09496,spk_029,272,CREMA-D
clip_09498,spk_010,176,CREMA-D
clip_09499,spk_025,1495,TESS
clip_09500,spk_080,38,RAVDESS
clip_09501,spk_018,1197,TESS
clip_09502,spk_015,388,CREMA-D
clip_09503,spk_002,173,CREMA-D
clip_09504,spk_094,457,CREMA-D
clip_09505,spk_027,96,CREMA-D
clip_09506,spk_029,272,CREMA-D
clip_09507,spk_060,214,CREMA-D
clip_09508,spk_021,264,CREMA-D
clip_09509,spk_024,27,RAVDESS
clip_09510,spk_026,1537,TESS
clip_09511,spk_015,388,CREMA-D
clip_09512,spk_094,457,CREMA-D
clip_09514,spk_094,457,CREMA-D
clip_09515,spk_018,1197,TESS
clip_09516,spk_015,388,CREMA-D
clip_09517,spk_012,106,CREMA-D
clip_09518,spk_018,1197,TESS
clip_09519,spk_002,173,CREMA-D
clip_09520,spk_029,272,CREMA-D
clip_09521,spk_025,1495,TESS
clip_09522,spk_015,388,CREMA-D
clip_09523,spk_055,125,CREMA-D
clip_09524,spk_094,457,CREMA-D
clip_09527,spk_022,48,RAVDESS
clip_09528,spk_010,176,CREMA-D
clip_09529,spk_043,256,CREMA-D
clip_09532,spk_018,1197,TESS
clip_09533,spk_026,1537,TESS
clip_09534,spk_026,1537,TESS
clip_09535,spk_043,256,CREMA-D
clip_09536,spk_026,1537,TESS
clip_09537,spk_025,1495,TESS
clip_09538,spk_018,1197,TESS
clip_09539,spk_026,1537,TESS
clip_09540,spk_078,101,CREMA-D
clip_09541,spk_094,457,CREMA-D
clip_09542,spk_011,96,CREMA-D
clip_09543,spk_018,1197,TESS
clip_09544,spk_032,13,RAVDESS
clip_09545,spk_010,176,CREMA-D
clip_09546,spk_049,23,RAVDESS
clip_09547,spk_055,125,CREMA-D
clip_09549,spk_025,1495,TESS
clip_09550,spk_026,1537,TESS
clip_09551,spk_026,1537,TESS
clip_09552,spk_094,457,CREMA-D
clip_09553,spk_018,1197,TESS
clip_09556,spk_026,1537,TESS
clip_09558,spk_094,457,CREMA-D
clip_09559,spk_038,198,CREMA-D
clip_09560,spk_029,272,CREMA-D
clip_09562,spk_015,388,CREMA-D
clip_09563,spk_094,457,CREMA-D
clip_09564,spk_094,457,CREMA-D
clip_09566,spk_015,388,CREMA-D
clip_09567,spk_034,28,RAVDESS
clip_09568,spk_025,1495,TESS
clip_09569,spk_085,49,RAVDESS
clip_09570,spk_020,71,CREMA-D
clip_09571,spk_015,388,CREMA-D
clip_09572,spk_007,79,CREMA-D
clip_09573,spk_026,1537,TESS
clip_09574,spk_026,1537,TESS
clip_09575,spk_026,1537,TESS
clip_09576,spk_012,106,CREMA-D
clip_09578,spk_028,472,CREMA-D
clip_09579,spk_018,1197,TESS
clip_09581,spk_060,214,CREMA-D
clip_09583,spk_059,6,RAVDESS
clip_09584,spk_026,1537,TESS
clip_09585,spk_026,1537,TESS
clip_09586,spk_084,5,RAVDESS
clip_09587,spk_018,1197,TESS
clip_09588,spk_025,1495,TESS
clip_09589,spk_015,388,CREMA-D
clip_09590,spk_088,186,CREMA-D
clip_09591,spk_045,60,RAVDESS
clip_09592,spk_043,256,CREMA-D
clip_09593,spk_027,96,CREMA-D
clip_09594,spk_060,214,CREMA-D
clip_09595,spk_025,1495,TESS
clip_09596,spk_026,1537,TESS
clip_09597,spk_028,472,CREMA-D
clip_09599,spk_015,388,CREMA-D
clip_09600,spk_018,1197,TESS
clip_09601,spk_094,457,CREMA-D
clip_09602,spk_021,264,CREMA-D
clip_09603,spk_028,472,CREMA-D
clip_09604,spk_025,1495,TESS
clip_09605,spk_028,472,CREMA-D
clip_09606,spk_025,1495,TESS
clip_09607,spk_025,1495,TESS
clip_09608,spk_009,53,RAVDESS
clip_09609,spk_094,457,CREMA-D
clip_09610,spk_038,198,CREMA-D
clip_09611,spk_025,1495,TESS
clip_09612,spk_015,388,CREMA-D
clip_09613,spk_026,1537,TESS
clip_09615,spk_028,472,CREMA-D
clip_09616,spk_028,472,CREMA-D
clip_09617,spk_026,1537,TESS
clip_09618,spk_011,96,CREMA-D
clip_09619,spk_026,1537,TESS
clip_09620,spk_018,1197,TESS
clip_09621,spk_026,1537,TESS
clip_09622,spk_025,1495,TESS
clip_09623,spk_022,48,RAVDESS
clip_09625,spk_060,214,CREMA-D
clip_09626,spk_025,1495,TESS
clip_09627,spk_025,1495,TESS
clip_09628,spk_026,1537,TESS
clip_09629,spk_018,1197,TESS
clip_09631,spk_025,1495,TESS
clip_09632,spk_018,1197,TESS
clip_09633,spk_010,176,CREMA-D
clip_09634,spk_025,1495,TESS
clip_09635,spk_029,272,CREMA-D
clip_09636,spk_026,1537,TESS
clip_09637,spk_026,1537,TESS
clip_09638,spk_018,1197,TESS
clip_09639,spk_022,48,RAVDESS
clip_09641,spk_015,388,CREMA-D
clip_09642,spk_026,1537,TESS
clip_09644,spk_026,1537,TESS
clip_09645,spk_025,1495,TESS
clip_09647,spk_001,218,CREMA-D
clip_09648,spk_026,1537,TESS
clip_09650,spk_010,176,CREMA-D
clip_09651,spk_015,388,CREMA-D
clip_09652,spk_018,1197,TESS
clip_09653,spk_026,1537,TESS
clip_09654,spk_009,53,RAVDESS
clip_09655,spk_021,264,CREMA-D
clip_09658,spk_015,388,CREMA-D
clip_09660,spk_025,1495,TESS
clip_09661,spk_026,1537,TESS
clip_09664,spk_034,28,RAVDESS
clip_09665,spk_028,472,CREMA-D
clip_09666,spk_060,214,CREMA-D
clip_09667,spk_025,1495,TESS
clip_09669,spk_055,125,CREMA-D
clip_09670,spk_012,106,CREMA-D
clip_09671,spk_028,472,CREMA-D
clip_09673,spk_018,1197,TESS
clip_09674,spk_026,1537,TESS
clip_09675,spk_041,37,RAVDESS
clip_09676,spk_018,1197,TESS
clip_09677,spk_026,1537,TESS
clip_09678,spk_026,1537,TESS
clip_09679,spk_060,214,CREMA-D
clip_09680,spk_029,272,CREMA-D
clip_09681,spk_026,1537,TESS
clip_09682,spk_026,1537,TESS
clip_09685,spk_026,1537,TESS
clip_09686,spk_026,1537,TESS
clip_09688,spk_012,106,CREMA-D
clip_09689,spk_025,1495,TESS
clip_09690,spk_025,1495,TESS
clip_09691,spk_015,388,CREMA-D
clip_09692,spk_026,1537,TESS
clip_09694,spk_018,1197,TESS
clip_09696,spk_043,256,CREMA-D
clip_09697,spk_025,1495,TESS
clip_09699,spk_021,264,CREMA-D
clip_09700,spk_010,176,CREMA-D
clip_09701,spk_025,1495,TESS
clip_09702,spk_029,272,CREMA-D
clip_09703,spk_018,1197,TESS
clip_09705,spk_043,256,CREMA-D
clip_09706,spk_006,58,RAVDESS
clip_09707,spk_026,1537,TESS
clip_09708,spk_026,1537,TESS
clip_09709,spk_028,472,CREMA-D
clip_09711,spk_094,457,CREMA-D
clip_09712,spk_018,1197,TESS
clip_09713,spk_055,125,CREMA-D
clip_09714,spk_038,198,CREMA-D
clip_09715,spk_018,1197,TESS
clip_09716,spk_043,256,CREMA-D
clip_09717,spk_011,96,CREMA-D
clip_09718,spk_025,1495,TESS
clip_09719,spk_026,1537,TESS
clip_09720,spk_018,1197,TESS
clip_09721,spk_043,256,CREMA-D
clip_09722,spk_088,186,CREMA-D
clip_09723,spk_018,1197,TESS
clip_09724,spk_029,272,CREMA-D
clip_09725,spk_026,1537,TESS
clip_09726,spk_010,176,CREMA-D
clip_09727,spk_025,1495,TESS
clip_09728,spk_026,1537,TESS
clip_09729,spk_025,1495,TESS
clip_09731,spk_028,472,CREMA-D
clip_09732,spk_025,1495,TESS
clip_09733,spk_026,1537,TESS
clip_09734,spk_020,71,CREMA-D
clip_09735,spk_025,1495,TESS
clip_09737,spk_001,218,CREMA-D
clip_09738,spk_045,60,RAVDESS
clip_09739,spk_018,1197,TESS
clip_09740,spk_025,1495,TESS
clip_09741,spk_025,1495,TESS
clip_09742,spk_025,1495,TESS
clip_09743,spk_025,1495,TESS
clip_09744,spk_079,12,RAVDESS
clip_09745,spk_026,1537,TESS
clip_09746,spk_026,1537,TESS
clip_09747,spk_069,8,RAVDESS
clip_09748,spk_024,27,RAVDESS
clip_09749,spk_018,1197,TESS
clip_09750,spk_084,5,RAVDESS
clip_09751,spk_026,1537,TESS
clip_09752,spk_018,1197,TESS
clip_09753,spk_018,1197,TESS
clip_09754,spk_025,1495,TESS
clip_09755,spk_010,176,CREMA-D
clip_09756,spk_026,1537,TESS
clip_09758,spk_043,256,CREMA-D
clip_09760,spk_026,1537,TESS
clip_09761,spk_015,388,CREMA-D
clip_09762,spk_025,1495,TESS
clip_09764,spk_025,1495,TESS
clip_09765,spk_018,1197,TESS
clip_09766,spk_005,33,RAVDESS
clip_09767,spk_047,15,RAVDESS
clip_09768,spk_025,1495,TESS
clip_09769,spk_078,101,CREMA-D
clip_09770,spk_027,96,CREMA-D
clip_09771,spk_018,1197,TESS
clip_09772,spk_021,264,CREMA-D
clip_09773,spk_018,1197,TESS
clip_09774,spk_055,125,CREMA-D
clip_09775,spk_026,1537,TESS
clip_09776,spk_025,1495,TESS
clip_09777,spk_026,1537,TESS
clip_09778,spk_026,1537,TESS
clip_09779,spk_028,472,CREMA-D
clip_09780,spk_026,1537,TESS
clip_09782,spk_025,1495,TESS
clip_09783,spk_015,388,CREMA-D
clip_09784,spk_007,79,CREMA-D
clip_09785,spk_025,1495,TESS
clip_09786,spk_060,214,CREMA-D
clip_09787,spk_018,1197,TESS
