id,text,dialect
13969,الامهات المتضطهدات من الابناء,2
13970,لن يؤدي احتدام الأجواء في المنطقه الى تصد ع الوحده الوطنيه,1
13971,شوبك شو بدك تجنني انت لك هيني جاي,0
13972,ما قدرتي تحبيني,0
13973,رحت اتصلت عليه كنت اكتوب الرقم وخربط فيه وارجع اكتبو كل ما شوفو بحس جروحي كلها بتتفتح اتصلت وبس سمعت صوتو رجف قلبي قلتلو يجي ويشوف شبها خلال ثواني كان عم يدق الباب متل المجنون فتحتلو وقبل ما يحكي معي ولا حرف دفشني وفات على غرفه عم يركض فتت وراه و وقفت عند الباب اسمعهن,0
13974,ازا جد بدك ارتاح بس اسمعيني منيح,0
13975,عادل مسك ايدها طيب ما تخافي انا اكيد انو ما في شي,0
13976,من هبلي و سذاجتي وغبائي المستفحل بس اجي بدي اسمع اخبار عن بروح زي الاهبل و الأطرم و بفتح عالتلفزيون الأردني,3
13977,لما احكي معك بتردي فهمانه,0
13978,ريم لك جايبتو البسلك ياه لك جايبتو لانك حبيتو,0
13979,شو بتحكي امي صدمتيني,0
13980,بتفكر بعماتها اللي طول نهارهن يزتن عليها حكي و منكدات عيشتها بتفكر بالأربعميه رجيم اللي عملتهم و لساتها بتلبس اربع اكسات بتفكر بأبوها اللي قرف حالو و هو بصرف عليها,3
13981,ما عاد فيني شوفك بهل حاله ازا بتحبيه لهل درجه رح اسمحلكن تتجوزو,0
13982,ياحبيبتي البلغم وصل لرئتين بنتك وكل الوصفات الي عطوكي ياها ماراح تفيدك بشي لازم تاخذيها على المستشفى مشان يطالعو البلغم منها اصطناعيا مشان مايصير معها ديق نفس ربو لا سمح الله وانتي بتقولي وجها يصير ازرق يعني خلص وصلنا من المرحله الي خايفين منها بدايه ربو خذيها ع استعجالات عطول,2
13983,يا اخوان بكرا بدي اطلع بطياره و اطير فوق الساعه عشره امانه اطلعو عالبرندات وشوفوني انا ابو الجكيت البني طول عمري نفسي اركب طياره وانشالله يقتنع الكابتن يمرق من فوق حارتنا,3
13984,راح ع ابوه ركاض حاطت ايدو ع راسو والدم بنزل ولك يابا مين طبشك,3
13985,الله يهديها كل هادا تعبانه تحط شاشه الصلاه,2
13986,لا لا انتي ما عم تفهمي علي قصدي انو انتي موافقه اتقدملك يعني ابعت اهلي خلص,0
13987,اذا فات الحكي شو بيفيد البكي,1
13988,ظلك طعميها ما تخلى الاكل بالهل فتره هتركه من ايدها و نيميها شبعانه خلى دايما بايدها قسماط بسكوت عصير اى شئ بتحبه,2
13989,انا بقول يا جماعه خلو العطله يوم الخميس العطله اللي مش عارفين هي عطله ولا لا حتى ليش عطل برضه مش عارفين عشان تروحو عالعقبه هه,3
13990,احم احم يا انسه خلصتو مراقبه ولا بعد,0
13991,على دلعونا و على دلعونا اخدتي بطاريك يا,1
13992,جو شو هالذكا بتقديم محتوى اعلامي صادم ومؤثر بس انشالله الشعب ينهز ضميرو ويطالب بحقوقو لوقف مهزله التمديد,1
13993,انا ادمي مع الأوادم بس ازعر مع الزعران,1
13994,حطي محارم وحمي المكواه كتير جربتها انا,2
13995,ايش الله يهديكي هيا بدها تقعد تصور ولا تلطم,2
13996,بين مصالح السياسين وشعب غبي بيتحرك مثل الدميه شيء محزن,1
13997,بين مطرقه الدوله و سندان زعرانها,1
13998,ييه اخيرا رح يصير عرسنا الي حلمنا فيه من سنين ياعمري منيح قلتلي لجهز ضيافه تليق فيكن,0
13999,انا ارتمي بهالارض واعمل اني ميت وهي تخاف كثيرا وتنزل من السياره وتركض عليي تمسكني من كتافي ئوم ئوم بليز انا اسفه,3
14000,و ارمي حكي عليها و ع امها و خواتها و همه قاعدين زوجي حس انو الوضع ازم قام حكالي قومي قومي نروح,3
14001,قبل ما كمل حكيي قاطعني,0
14002,احنا بالغابه مش,1
14003,بس مش عارف وين الفكره,3
14004,او ولاد كتير وصغار و ورا بعض,2
14005,ع اساس انو لو بدهم ياك مش مش رح يقدرو يوصلولك وانتا برا انت مش عارف مع مين واقع يما,2
14006,قصص رمي الطلاق بالذات لازم الزوج والزوجه يقعدو مع بعض عند الشيخ المفتي ويحكو ظروف والحاله اللي كلن فيها الزوج مشان يفتي لهم,2
14007,ابو صابر هه والله الحب يا ابني عم ينقط منك,0
14008,ضلو اسبوعين على هالحال وهن ناطرين تتراجع عن قرارها بس ضلت ثابته على موقفها,0
14009,هه اي منقوم بس خليني اتصل و خبرها,0
14010,و كنت اهلوس و احكي كلمات زي راح الحبيب لييش يا غالي اخ يا قلبي حرقتلي قلبي يا غالي و اعيط و اعيط و اعيط,3
14011,رفعت راسي وانا ما عم اقدر عيوني اوف,0
14012,اليوم و انا ماشيه بالجامعه رايحه عالمحاضره مع صاحبتي رغد و كنا ضايعات لإنو لسا سنافر,3
14013,بكرا يوصل عشغلوا قبل ال,1
14014,يعني هلا انتي بتلعبي بالمصاري لعب,0
14015,هه منعجبك ام اللول,0
14016,حلقه روعه باسم عملاق الكوميديا في العالم,1
14017,توم اول شي يفركها بقماشه خشنه لغايه ما يطلع الدم بعدين بتومه,2
14018,ليه في ناس بيعملو هيك باولادن,1
14019,طالع حلو يازلمي,1
14020,و بيوم تزكرت الحجاب الي بالفرشه و انو لازم طلعو لان ازا لقوه رح يفضحوني و انا مو ناقصني فضايح,0
14021,خلصت المي السخنه,0
14022,ممكن نفسي او وراثي او غيرو,2
14023,وصل يلا رح يولعها,1
14024,كانت تعاملك ك حبيب,0
14025,بدك تحكي هلأ وين كنتي اليوم شو صايرلك بدي افهم هلأ انطقي,0
14026,و من كتر ما انا غبيه و تقيله دم بعرفش ادرس غير ليله الامتحان خلص تقاله دم و سقاعه جد ما ابيخ هالعاده يا اخي,3
14027,رامي البابا فرقه موسيقيه بكاملها,1
14028,سوري يعني مالعبوا الدور بشكل جيد متل ماقلت كان واضح الاداء المسرحي مش علينا الحركات ديه سو اوسكار افشل اداء تمثيلي شرشحي,1
14029,انو في ناس بتحبهم وبتحترمهم وحتى لو ما بتعرفهم,1
14030,لأ يا عمي لأ بدي اروح مع امي و القطلي عريس او ام عريس,3
14031,حط ايدو على تمها حاج شو صرلك شخصيتك مو متناسقه مع جمالك بنوب روقي شوي,0
14032,يلي في مفاجأه كتير كبيره بانتظارها يلي رح تكون معنا بالاستديو بعد الإعلان,1
14033,ناطرينكم على احر من الجمر,1
14034,و رحت رفعت شعراتي كعكه و ساعه و انا احط حباسات و بكل و ابلو لحد ما مسكت الكعكه لإني صرلي زمان مو مشطتو فماسك مع بعضو زي مكانس القش تاعون زمان,3
14035,الحيوانات الداشره عالطرقات مافي حدا يضبن اذا الدوله قصرت بحقن شو ذنب العالم يقطعوا برزقهن وينقعوهن ساعات بالطريق ويكسروا سيارتن,1
14036,الحما ابو ياناس محرم حرمه ابديه الله يقرفه بعمايله,2
14037,والله وانا نفس الحلم دايما بحلم انى بامتحان ومش عارفه احل شى وبعيط وبكون متوتره كتير وتعبانه ولما بصحى بحمد ربنا انه حلم من كتر مانا بكون تعبانه بالحلم يعنى بتكرر الحلم تقريبا كل شهر او شهرين,2
14038,مالها زفه الشارع والنسوان بيرقصن بالكوانين ماعدا يقول عيب ولاحرام,2
14039,بتستاهلي الرجال بتأمنوش ع اشي,2
14040,و انا عم اطلع انفتح باب شقه جيرنا,0
14041,شوفي بالنسبه للجماعه الي بحكو نزلي العاب عالجوال منيح بس ما تقعد عليه من نص ساعه لساعه فقط وعلي العاب تعليميه فقط مو يوتيوب,2
14042,عامليه طبيعي جدا كانك ولا عمرك شفتيه ولا عرفتيه من قبل و وصليله ان انت زوج اخت وبس لا اكثر ولا اقل,2
14043,و فجأه صحيت بس ما صحيت مكاني صحيت بالشارع,3
14044,بظلم الحكام الفاسدين واهوائهم ورغباتهم وطمعهم جوع عتيق اخر همهم الشعب مجرد زبون عندهم لو عندهم شرف كنا شفنا استقالات عهر جديد,1
14045,هو ببيعها لانه ببطل عندها شي تبيعه,2
14046,صيفي شتوي شتوي صيفي,1
14047,الساعه المسا اجت ام واخت عبير,3
14048,قرطه حراميه مجموعه وزراء مجلوء اخد وج كتير الصهر خربانه يعني الوضع ع حالو,1
14049,صرلي جمعه عم جرب اهضم هالشي البشع مش عم بقدر ه,1
14050,يا الله باسم فظيع مش معقول شو مهضوم خاصه لما حكى عن رهيب باسم نجم مذهب كتير حلوه مقابلتو اجتمع هوي لول,1
14051,بكل بروده اعصاب بتسألها حلو هاد المناكير,3
14052,قتل هتك عرض بالاكراه سطو مسلح واغتصاب,3
14053,مش بالساهل تلاقي الي يستاهل,1
14054,ان سمحت للنساء بقياده السياره,1
14055,لكل واحد مش نايم من مبارح و صاحي من الصبح,3
14056,ما في داعي تخافي امي ما رح يصير شي ليش قاعد بالزاويه انت,0
14057,اعطونى حل اسكت حماى من جبروتو واستهزاو واقنع جوزى يوقف معى ويعطيني حقوقى كنه بالبيت,2
14058,القائد يلي قال العالم لن يأخذ توقيعي على اتفاقيه تسليم ممكن يتغير,1
14059,و خلص انوثتها كلها خرجت عن السيطره بطل في مجال تمسك حالها,3
14060,و همه ماشيين رمى ابو القميص الأحمر ورقه مصفطه ست طعجات,3
14061,لا تخافي ما رح يصير شي التهمه لازقتو بالأخص بعد شهادتك ما في اي شي,0
14062,طب تفو هيني طالعه,3
14063,مرقت الموضوع لان فعلا مو وقت نتخانق هلأ,0
14064,يسلم هالحكي يا,1
14065,عم تغنيلها وصوت المي عم يعلى بلش البانيو يتعبى صارت تفيض وتنزل على ارض الحمام,0
14066,طيب خلص هاتي البنت اطلعي بالسياره يلا,0
14067,الليله عبق النرجس في كل الأزقه,1
14068,ليش لنكون مع او ضد مدام شريعه ربنا بتحكي القاتل يقتل,3
14069,على كوكب الارض مع هيك امه,1
14070,اول متعلمنا عالفيس و احنا بالمدرسه كنا نضيف اي حد مشان يصير عنا فرندس كتير,2
14071,المدير طيب تفضلي على المكتب,0
14072,شو يعني ازا امبارح متل اليوم شو يعني ازا باكل لحالي و احيانا ما باكل و بصير ابكي لاني وحيده,0
14073,حرام توقفي هالوقفه و تستني باصات و تخبط فخاد الزلام الي راكبين عالواقف بكتفك الناعم,3
14074,يرحم روحك يا ابو,2
14075,والله يا رجل اشي بمغص سألت بنت عن التثبيت حستني اني بطلبها رقمها كلنا دباديب ودبات,3
14076,يختي بما انك اي تي فهميهم يكتبوا كويس مشان نعرف نبرمج كلامهم هه,2
14077,صل عالنبي يا وليه,3
14078,و دعوات الوالده والحرامات اللي ببعتوها و طنجره الضغط المفروغ منها و مسابح للوالد و اتاري ام ايدتين لاخوه الصغير,3
14079,ان وجودنا بالسلطه سيغيرنا,1
14080,وقضيت ايام العزا انا و اخواتي تحت رجليها,0
14081,اجمل ما فيه طيبه قلبو و اخلاقو العاليه كان يعامل بناتي بحنيه كأنو بناتو واشتغلت بمجله بتهتم بصحه المرأه ونفسيتها و استحقيت بجداره اوصل لمنصب مديره تحرير المجله,0
14082,عم يفلحو عضهرك يا معتر,1
14083,هس خلص اهدي هلأ ما فيني جيبلك امك شو عم يوجعك,0
14084,خطرلي انو انا حرمتهن يلتقو بهل دنيا ف خليني اجمعهن بعلاقه اهم واكبر من الحب,0
14085,او مسمي بنتو ع اسم الدايه اللي ولدتو,3
14086,ام اسلام ولا شي حبيبتي,0
14087,تطلعت بباسل بنظرات خوف وشك,0
14088,اعمل لأصحابك اللي قاعدين بدرسو,3
14089,فش بالارشيف غير ابو عواد والعلم نور و ليدي ليدي و ابوت و شريط الثلج بالشتويه اللي مصورينو ع باب التلفزيون و في زلمه ع راسو حطه بركض بالشارع و بفشق عن المي,3
14090,الحفره الامتصاصيه تبعت الشله جملتها الشهيره جيعانه كل نص ساعه بتزكرهم يوكلو هي الي كاسره ميزانيه صاحباتها بالعاده بتكون نحيفه بتحس معدتها ثقب اسود كلشي بدخلها بختفي بعد خمس دقايق ضميرها مرتاح عالآخر مبدئها بالحياه نبلع لنعيش نعيش لنبلع و حبيبها اخرتو يطقعلها لما يقرر يتخلص من العجز المادي بحياتو,3
14091,يعني نقول مبروك,0
14092,اخطبي مره و مرتين و ثلاث,3
14093,ياما اجا لهاد البيت كان يجي وهو صغير وتسمحلو امو يلعبو مع و و اولاد ابو بالألعاب الغاليه والحلوه,0
14094,عطول في عالم بيتسرعو و بيفهمو غلط كلامك كلامك كان واضح و مقنع و عطول اراءك بتصيب,1
14095,فعلا جابلي و رحنا تمشينا تحت المطر و مسك ايدي و لبسني جكيتو,3
14096,اعملي منيح معها واحترميها واسمعي كلامها ولاتجادليها وتردي عليها وهيا معصبه الحمايه مابتحب الكنه ترد في وجهها,2
14097,الصيد كان موفق اليوم كم بوم وغراب,1
14098,وبعدين الله يعينكو يا ستات يا امهات اذا انتو من شويه حكي فاضي خفتوا كيف بدكو تربو رجال,2
14099,مش نصيبك يختى و مآ دآم زوجك منيح معك ليش تضلك تفكري انك ظلمتيه وغيره وعآدي لمآ تتقآبلو كوني ع طبيعتك ولآ تبيني اي شي لإنه من مجرد تصرفآتك ممكن اهلك او جوزك يشكو فيه اشي بينآتكو وآلله يهدي بآلك,2
14100,الله يشفيا يارب هالملايكه هي ويشفي كل حدا عم بيعاني من هالمرض ومن كل الامراض,1
14101,بتسير حسوده البنت هه,2
14102,كل الحب والاحترام لبخاخه مضاد الاحتقان وتأسيرا الممتاز والفوري ولكل من ساهم بهازا الاختراع العظيم,1
14103,او سأعن وفاتي ان لم تكوني الي,3
14104,ام جوزك جنبك,0
14105,ام حبيبتي انتي ما عندك رحم ما في مكان لتحبلي اصلا وابني سيد الرجال,0
14106,اسلوب رائع ومشو ق وخل اف برافو جو,1
14107,بس لو من الناس بنظافه داخلك وتفكيرك وأخلاقك كان الان فعلا بنعيش بالمدينه الفاضله,2
14108,يعني انا زهقتك قرفتك يا اخي,3
14109,يخرب بيتك على هالمخ مابتخطر ببال ابليس و انتي شو بتستفيدي,0
14110,اويل البي انا عندي بنتين بحس اني مالكه الدنيا ويلي فيها ولو جبت عشر بنات عمري ما رح اغير نظرتي وحبي للبنات وطز في كل العالم ما دام انتي من داخلك حابه البنات لا تهتمي لاحد الا لو انتي يلي نفسك في صبي هيك بيتغير الوضع,2
14111,انت عملها كليب ياهشام تقبشني,1
14112,بتحكيلك بيعطي اهله جزءمن الراتب,2
14113,اقسم بالله انو الصبح لما طلع جوزى كنت نعسانه كتير واللهى خفت انام ضليت قاعده على الكنب جمب الباب مع انه الباب مسكر لكن مرعوبه وإلى خوفنى اكتر جوزى كل شويه يتصل عليه سكرى الباب على نفسك تفتحيش لحد,2
14114,و بدون ما يشمل الحجاب الرقبه,3
14115,خصوصي بس يسكر شباكي من عندو بتزيد شكوكي,3
14116,اجت سياره فيها شبين صفت قبالي,3
14117,وبهديك الليله اجا ابني وفرحه عمري,0
14118,فالج لا تعالج هيدا واحد زقاقي ما بيفهم ولا رح يتعلم لو شوما عملت,1
14119,خبرك عن قريب ي اللي ببالي,1
14120,ممكن جيرانكم اللي تحت وبتفكريه فوقكم ممكن يبين انه فوقهم وهو من جيرانكم اللي تحت,2
14121,و تركني و انا في نار بصدري,0
14122,لا ونص لاتعاند ابو طويله بعدين شغله شلون اجالك قلب تعمل فيني هيك وتجيبني على مقبره,0
14123,هيك شي ما بيتفسر احساس الحب تملكها سيطر عليها وصارت تنطر اليوم والتاني ليجي يخطبها,0
14124,عفكره للتنبيه بس انو يصرف عاهلو مش صدقه غير هيك مش مالو تعبو يصرف عاهلو انتو ايش الي جالطكم وانتبهو الدنيا سداد ودين والديان لايموت,2
14125,انا قاعد بحكي عن و,3
14126,هوا انقي انواع الهواء,1
14127,لو كنا ببلد كان قائد ميليشيا الحرق والتعدي بالحبس مش رئيس ويدوم ويدوم,1
14128,رحت انا فقعت من الغيره و شلحت حجاب الاميره تاعي و دحشتو بين الكياس و حكيت هسا ابوي بكون مشغول فيهم و بنتبهليش و حملت الفرشات و نزلت,3
14129,الشب وينك سوسن اشتئتلك وليه,0
14130,بتجنني انا بتابع مشان شوفك ولك يسعدلي اهل كوره,1
14131,عدا انو اهلي بعرفوش بالانذار و بعرفوش اشي عن نتائجي الاكاديميه كلها,3
14132,والله والله انو هالحلقه ما اجا متلا بولا موسم من المواسم ال لهيدا حكي وين ما حل يتي بتولعي الدني,1
14133,سكتت و حطت راسها ع كتف هلا انت بتحبني,0
14134,وتكتشف بالاخير انو الكل بعرف انو زعلان منك الا انتا,3
14135,شدو لحضنو وطبطب على ضهرو كيفك خالي,0
14136,يلا قوم رح تمرض هيك قوم,0
14137,والله يا حبيبتي انا بحمل كزا حلقه من عالنت وبوقت فراغي بحضر برنامج فكر مده الحلقه من دقائق بس رائع وانا بنزل كل يوم حلقه عالجروب جربي حملي كزا اشي صدقيني هيغيرك للاحسن بكتتيير بحكيلك عن تجربه شخصيه,2
14138,العما جد هالحكي يافضيحتك ياسوزان فضيحه تلوى الفضيحه,0
14139,وأخيرا حكايه دين المهر هاد بتضحك يعني يتداينو عشان يعطوها المهر وبعد شهرين يالله بيعي دهبك بدنا نسد الدين احيه مره تانيه,2
14140,مين بدو يكون هلا,0
14141,لانو احنا عاملين لقاء مع مطربه فما اتوقعنا انها تغني مشان هيك فاجأتنا وطلبت,3
14142,رغم كل شئ بعد بتشوفو عم تضحك و الحمدالله بعد في ولاد حلال وقفت حدا,1
14143,حكالي انو بدو يرجع لحبيبتو القديمه و راح,3
14144,راح اشترا عصير الو و لتاله وبس رن جرس الفرصه فات على صفها وجاب السندويش وطلع,0
14145,اختارت ان تكون هيي وهيدا الصح ما حدا خصو,1
14146,بمدرسه وفيه من دون بصمه الجنرال,1
14147,هالحكي منك من زمان يسعد مسا الذوق كاميليا,1
14148,طمنيني يامو حلوه الجنه ديري بالك على ابوكي اشتقتلكن كتيرر,0
14149,مشاغل حبيبتي كتير قومي بسرعه حضري المشروب كتير لسهراتي معك وينو جوزك الملطوش,0
14150,ام سلطان طيب طيب فكرتك خبرتيها شو اعمل هلأ انا,0
14151,اذا الك الف محب الك مليون عدو,3
14152,يعني ابني فوق ابني,0
14153,فيها بلاوي ولسه ياما نسمع ونشوف قصص وقال ابتسم انت في انتم في الغابه هه,2
14154,حبيبي ما تشوفي شر ربي يشفيكي,2
14155,طنشي الموضوع من الاساس ما تدفعيه لرتكاب الافظع,2
14156,مجنون و كيف تصيدوا هالمقاطع,1
14157,قلتلها ورده هلا كنتي تقليلي,0
14158,المهم ركبت جمبو و طلعنا و قعد يلفلف بين العمارات مشان ناخد راحتنا قعدت اتدلع عليه و اعمل حالي كيوت و زعلانه و هو ولا فارق معو شو قدمت بس عاجبو الوضع و فرصه للأحضان بلحظه غدرت فينا الحياه و انا بعيط ع كتفو مر عمو لحبيبي و لما شاف منظرنا طار ضبان عقلو و صار يركض لعنا,3
14159,لوقت ما اجت مره ولمحتلي انو حماتي عم تزن على موضوع الأولاد وبدها تجوز يعني كيف تجوزو ما هو اصلا بحبني,0
14160,اي بعرف طالع حلو كتير,0
14161,لفيت وشي عالحيط و حطيت راسي لنام و قلتلو ايه طلق شو يعني,0
14162,زي ما بيعطي اهله كمان مسؤول عن زوجته واولاده وما حد يحكي معهم بنت الناس مش لعبه عندهم واهله ليهم احترامهم ويودهم,2
14163,طبعا بس رحت فكرت انو في استقبال و جو و هيك نزلت بالتكسي ودخلت سألت بنت هناك وين المقابلات قالتلي انتا مين قلتلها انا عندي مقابله هون قالتلي همه صارو يعملو مقابلات مع هه ولا انسى اطلع عالطابق الثاني,3
14164,يا ويل ويلي من الدولار فضو جيابي من الدولار من الضرايب والضرب من الفوايد والسند راح يهشلنوني من البلد على شي غابي بالهند,1
14165,زيمو هي حماتي ما حدا يغلط,1
14166,بتلاقي امها بوجهها واقفه زي مراقب التوجيهي مع ضحكه خبيثه وصفرا يعني,3
14167,اللبنانيون يا صاحب الكميون من تضغط عليه يتنقل بالهليكويتر,1
14168,انتي غلطانه لانك اعطيتله وجه وعارفه انو متزوج وتاني شي هوا غلطان اكتر وخيانه وهاده وبحب مرتو عندي قناعه يلي بتزوج تانيه بتزوج تالته ورابعه,2
14169,منيح في عنا و بس,1
14170,كل الزعما ضد الفساد والفوضى والسرقه والقتل والحروب والخراب طب مين المسؤول عن وضع البلد الفاسد يمكن انا,1
14171,مو انا و حقي رح جيبو,0
14172,ضلك بشغلك وشوفي وغمضي وين متروحي فيه نصب وفيه غش شو بدك تعملي يعني بعين الله,2
14173,لما شافني وصلت زبط وقفتو و ابتسملي و اشرلي بإيدو,3
14174,هاهاها خليهم يتمتعو بالكم شهر الخطبه ويضحكو عبعض شوبدك فيهم يا,3
14175,بيكون حد ناقلو كلام مفيش اكتر من نقل الكلام في المدارس,2
14176,اقولك يلا اوك مش باي,3
14177,ابو يا شباب نحنا لازم نشوف الضيوف فيكن تتخانقو عالتراس بلا ما تفضحونا,0
14178,رفضت اقعدبالبيت و بلشت ادرس لغه تركيه و رميت كل شي ورا ضهري يمكن انا رجعت للصفر بس مستعده بلش مره تانيه و تالته و رابعه بس ما ضل عند الصفر,0
14179,انا هون الاستفزاز طلع من اصبع رجلي الصغير بلش دخان ملتهب يطلع من مناخيري بعرفش كيف لساني فلت و بطلت اقدر اسيطر عليه او حتى اضبو جوا تمي صوتي عبا العماره و انا اردح و ما خليت,3
14180,عملت لي مشكل يا,1
14181,انا ساعيتها الي القرار اني اقبل فيك ع مصايبك او ما اقبل مش تعيشني الجو انك منيح بعدين تفاجأني انك لا تصلح انك تكون مايكرويڤ صيني,3
14182,نسمه منيح انها طلعت,3
14183,طائفيتك رح تعمر بلد و تحمي وطن,1
14184,لك يا بنتي هو تعرضلك شي,0
14185,لايا عماد شو على كل الناس بتعرف احقر من هيك ما في,2
14186,ملاحظه يلي بجيب معو شخص ثاني رح يكون الو والعرض,3
14187,عم تسألنا على الطريق كل النهار مقضيين وما كان ناقصنا غير غلى البنزين استهتاركن موتنا يا مسؤولين استقيلوا,1
14188,بحمي بالسياره مشان البرد,3
14189,يمكن اختها مو معها وعملت هيك بركي اخدتها بعدت,2
14190,معقول نفيق بكرا نلاقي نازله ع,1
14191,هه لا تخافي البيت ال فيه ذكر وصلاه امن,2
14192,يتذاكى عرؤيه,1
14193,حالك عايش بمغاره علي بابا واربعين حرامي,1
14194,مسكت تلفوني و انا ببكي مشان انزل بوست ذهبت احلامي و زادت الامي,3
14195,انو يا ريت كنت بلا احساس,1
14196,رؤى بالله ما شفتيه ما الو باكيت من وين بدي اعرف اسمو,0
14197,و استخيري مره ومرتين و مليون وخدي وقتك انسي العمر العمر كلو ارقام و نصيبك نصيبك,3
14198,اه والله في منه للاسف,2
14199,اول مره بنتي بتبعد عني وما بعرف وينا شو صار فيها,0
14200,دائمآ يا يكون التعاطف من الفتاه مظلومه كانت ام ظالمه,1
14201,مكتوب فيها عنوان شارع صدام فيلا رقم مدام حنان,0
14202,بتعقد انت مش بس مهضوم بدرجه كبيره ولكن متواضع كمان ومشج ع للمواهب والدليل ضيفتك,1
14203,بس الناس عنا فعلا بتموت بالفضيحه واول كلمه ابصر شو عامله,2
14204,يمكن الشي الوحيد الحلو بالموضوع انو ما عاد حدا رح يندهلي بنت بشرى لاني كتير بكره اسمع اسمعا,0
14205,كل اشي قسمه ونصيب ويمكن مرتو الأولي حبت تعيش معاه,2
14206,من لا يكتفي بك حبيبآ لا يستحقك,1
14207,ما بدي احكي بهيك موضوع بيوم عرسك ومابدي تتزكري شغلات بشعه اعتبري حالك ملكه و انسي كل شي,0
14208,والشعب بيحب الجوع والراحه,2
14209,و كل ما امسك تلفوني,3
14210,انك خايف تاكل ساندويش بسناك او بمطعم احسن ما تموت,1
14211,بحاول اشغلا بإشي تاني بتلتهي و بعد شوي بتتزكر وبترجع تنكد,2
14212,شو مسم ه يا,1
14213,وين اللي بدو يتصبح بوجهه الملائكه قوم يا شيخ,0
14214,انو بطل الك والزباله ح تبقى بلا حل وعطول بتحس انو ما في نوى طالما كل واحد عم يصرخ للتغير بس منفردا,1
14215,كلام وخاصه النقطه الاولى ال داكل وداحب,2
14216,صاحب الحق ما بخاف من شي و الساكت عن الحق شيطان اخرس,1
14217,وتاني مره اوعك تفكري تفطمي غير بعد السنه ونص اقلا شي,2
14218,انتي ملاحظه اكم من مره حكيتي المهم,2
14219,المهم نص ساعه كان واصل فتحتلو و فات عالساكت من ريحه الشاورما دمعت و بلشت افتح الكياس زي الي اول مره بتشوف اكل ما سمعت غير صوت سياره فاتت عالكراج تاعنا رحت اتطلع من الشباك الا همه اهلي مروحين لإنو صارت طوشه بالعرس و انلغا,3
14220,على اثر هاد الحديث تقاطعت انا لتلات ايام ما كنا نحكي فيهن ولا ناكول مع بعض ولا نحكي مع بعض يمكن لأن حسينا حالنا غرقنا وما في حدا يطلعنا من الي وصلنالو,0
14221,قصه يسوع المسيح لا يمكن المس بها بأي شكل كان و فيلم مبتذل كان عرضه على شاشتكم الراقيه غير مقبول نهائيا من قبل كل مسيحي,1
14222,دمرتلي حياتي والله ما عملتلها شي اسألها ليش هيك عملت فيني,0
14223,جايه تعزي اذن بتقدمي قهوه ساده وتمر فقط,2
14224,لا تعطى للموضوع اهميه زياده اتركى الموضوع يفسر حالو من حالو,2
14225,انتي ربنا خلقك لتكوني مستقله شخصيا وفكريا وما تكوني مرتبطه بارضاء اي شخص انتي اعملي واجبك واتعاملي معها بأخلاقك وارضاء الناس غايه لا تدرك حياتك مش مرتبطه فيها انتي اعملي اللي عليكي وريحي نفسيتك وعيشي لذاتك اكتر ما تعيشي لغيرك,2
14226,هه الله يكون معك وراح تشوفي لسه,2
14227,انو اذا عندو منبر يطل منو يسب في التيار او رح بأثر علينا,1
14228,انا كنت من ضمن ال مرجع ومفيش عليه اي امنيات وما الى بأى شكل من هاى الاشياء وطالب ورجعونى شو السبب هيكون عاد,2
14229,سامحوني يا جيران واحكولي عن مواقف من طفولتكم,2
14230,بعدا غصيت و خفت كتير,0
14231,تقلو اياها بوجهه التزم حدودك علاقتي فيك لا تتعدئ كونك زميلي في مكان عمل وع قد مرحبا وسلام عليكم وبلا منها صباح الخير وصباح النور,2
14232,يي ليش انتي بتحكي مع برى الجروب,3
14233,عزيزه لك خلص مشان الله خلص جسمي تعب من كتر العلاجات والادويه والابر الي سنه ماشيه وعم اتعالج,0
14234,ضليت ابكي و خدي ورم من ضربه الموبايل,0
14235,حاول يحكي معها ما ردت عليه,0
14236,تعذيب اسره ال سعود امام عيوني,1
14237,ما كنت بدي حسها انو شفقانه عليها و حسيت الوقت متل الجمر لراحت هي وامها مشان افهم من كل شي,0
14238,معها حق بين على حقيقتو لبيضرب امراه طبيعي يكون منو رجال,1
14239,حنان اشتزيت تياب كتير,0
14240,زبطت معك جو غير شكل المقلب,1
14241,يوه دخيلك بلا زواج بلا هم انا عم فكر كمل دراسه,0
14242,ما في فرق بين تحميله و,1
14243,والسياره رايحه يمين يسار,3
14244,ايش عرفك انهم مش مرتبطين,2
14245,بعدت عنو وتركتلو مجال ليوقف قريب من الدفايه وقتا كان المغرب وانا صار لازم سكر و ازا مرق حدا من اهلي وشاف عماد رح تصير مصيبه,0
14246,صفاء كأني شفتها وهي بتوخدو والله وبس شفتها انعجقت وعملت حالها بتعطس,3
14247,علقانين بالشباك الطائفيه دوله,1
14248,ايه الوضع لهلأ تمام,0
14249,انو يكون مزهبي كل حياتو وبس يوصل لحقنا بيصير علماني,1
14250,حب حياتك اجت لعندك على البيت هون وقفت قبالك وانت طالعتها زعلاني عم تبكي قدامك امي قلي فهمني شو صاير لعقلك,0
14251,بدك مليون سنه لتعرف عادل مين,1
14252,يخرب بيتك ما ازنخك,1
14253,فارس اخوها لماري اخدها يعني هي بدها تطلق,0
14254,ضيفه قناه الحوار التونسي,1
